stage,units,sr,lr,input_scaling,alpha,acc,macro_f1,balanced_acc
stage1_coarse,500,0.8,0.1,0.02,1.0,0.5255,0.480164066107553,0.5110968938037381
stage1_coarse,500,0.8,0.1,0.02,10.0,0.536,0.49908097524531814,0.5358800492915377
stage1_coarse,500,0.8,0.1,0.02,100.0,0.537,0.4999863302919197,0.5412372179355799
stage1_coarse,500,0.8,0.1,0.05,1e-10,0.525,0.4729864146066145,0.49847526072945303
stage1_coarse,500,0.8,0.1,0.05,1e-09,0.525,0.4729864146066145,0.49847526072945303
stage1_coarse,500,0.8,0.1,0.05,1e-08,0.525,0.4729864146066145,0.49847526072945303
stage1_coarse,500,0.8,0.1,0.05,1e-07,0.525,0.4729864146066145,0.49847526072945303
stage1_coarse,500,0.8,0.1,0.05,1e-06,0.525,0.4729864146066145,0.49847526072945303
stage1_coarse,500,0.8,0.1,0.05,1e-05,0.525,0.4729864146066145,0.49847526072945303
stage1_coarse,500,0.8,0.1,0.05,0.0001,0.525,0.4729864146066145,0.49847526072945303
stage1_coarse,500,0.8,0.1,0.05,0.001,0.526,0.47390525706825654,0.4994299310591234
stage1_coarse,500,0.8,0.1,0.05,0.01,0.5295,0.47874713348420234,0.504430388287575
stage1_coarse,500,0.8,0.1,0.05,0.1,0.5415,0.49138101413651186,0.5188912494253846
stage1_coarse,500,0.8,0.1,0.05,1.0,0.5445,0.5036331117312267,0.5319381067312932
stage1_coarse,500,0.8,0.1,0.05,10.0,0.5445,0.5081988523102482,0.540554466029817
stage1_coarse,500,0.8,0.1,0.05,100.0,0.5395,0.5035478486683018,0.5389970799791642
stage1_coarse,500,0.8,0.1,0.1,1e-10,0.54,0.49218382691024026,0.5156449791465787
stage1_coarse,500,0.8,0.1,0.1,1e-09,0.54,0.49218382691024026,0.5156449791465787
stage1_coarse,500,0.8,0.1,0.1,1e-08,0.54,0.49218382691024026,0.5156449791465787
stage1_coarse,500,0.8,0.1,0.1,1e-07,0.54,0.49218382691024026,0.5156449791465787
stage1_coarse,500,0.8,0.1,0.1,1e-06,0.54,0.49218382691024026,0.5156449791465787
stage1_coarse,500,0.8,0.1,0.1,1e-05,0.54,0.49218382691024026,0.5156449791465787
stage1_coarse,500,0.8,0.1,0.1,0.0001,0.54,0.49218382691024026,0.5156449791465787
stage1_coarse,500,0.8,0.1,0.1,0.001,0.54,0.49218382691024026,0.5156449791465787
stage1_coarse,500,0.8,0.1,0.1,0.01,0.541,0.4928331846874074,0.5162137094381033
stage1_coarse,500,0.8,0.1,0.1,0.1,0.5425,0.49947644109757033,0.522897324709845
stage1_coarse,500,0.8,0.1,0.1,1.0,0.547,0.5114734274975574,0.5343658178926163
stage1_coarse,500,0.8,0.1,0.1,10.0,0.5575,0.5222987541278848,0.5466443337628467
stage1_coarse,500,0.8,0.1,0.1,100.0,0.5465,0.5101764959905796,0.5448955708490318
stage1_coarse,500,0.8,0.15,0.01,1e-10,0.522,0.4613610215161277,0.4926703132953175
stage1_coarse,500,0.8,0.15,0.01,1e-09,0.5225,0.46200192117276667,0.4936226942476985
stage1_coarse,500,0.8,0.15,0.01,1e-08,0.5225,0.46208091065529144,0.4936226942476985
stage1_coarse,500,0.8,0.15,0.01,1e-07,0.5225,0.4619878492238743,0.4936226942476985
stage1_coarse,500,0.8,0.15,0.01,1e-06,0.522,0.46134694956723543,0.4926703132953175
stage1_coarse,500,0.8,0.15,0.01,1e-05,0.5215,0.46166721437819236,0.49304326941964494
stage1_coarse,500,0.8,0.15,0.01,0.0001,0.525,0.46477813822872643,0.496843671435515
stage1_coarse,500,0.8,0.15,0.01,0.001,0.525,0.46717192550902825,0.5006358307830368
stage1_coarse,500,0.8,0.15,0.01,0.01,0.524,0.46737582747584455,0.49860799498116126
stage1_coarse,500,0.8,0.15,0.01,0.1,0.526,0.4739631216725709,0.5046381711172276
stage1_coarse,500,0.8,0.15,0.01,1.0,0.53,0.4788429284610135,0.5074640899935939
stage1_coarse,500,0.8,0.15,0.01,10.0,0.533,0.48594236406040314,0.5187765164477992
stage1_coarse,500,0.8,0.15,0.01,100.0,0.534,0.4907042489592756,0.5310431639599908
stage1_coarse,500,0.8,0.15,0.02,1e-10,0.5335,0.4835587501322333,0.5125608644615723
stage1_coarse,500,0.8,0.15,0.02,1e-09,0.5335,0.4835587501322333,0.5125608644615723
stage1_coarse,500,0.8,0.15,0.02,1e-08,0.5335,0.4835587501322333,0.5125608644615723
stage1_coarse,500,0.8,0.15,0.02,1e-07,0.5335,0.4835587501322333,0.5125608644615723
stage1_coarse,500,0.8,0.15,0.02,1e-06,0.5335,0.4835587501322333,0.5125608644615723
stage1_coarse,500,0.8,0.15,0.02,1e-05,0.5335,0.4835587501322333,0.5125608644615723
stage1_coarse,500,0.8,0.15,0.02,0.0001,0.5345,0.4852520359552045,0.5153819945225605
stage1_coarse,500,0.8,0.15,0.02,0.001,0.5355,0.48424938400606504,0.5164416656636439
stage1_coarse,500,0.8,0.15,0.02,0.01,0.5425,0.4874217505437941,0.5175371866632295
stage1_coarse,500,0.8,0.15,0.02,0.1,0.5335,0.47849081106909985,0.5096881214445101
stage1_coarse,500,0.8,0.15,0.02,1.0,0.5305,0.4827833535424607,0.5128021483354812
stage1_coarse,500,0.8,0.15,0.02,10.0,0.534,0.488214358923469,0.5201283365106923
stage1_coarse,500,0.8,0.15,0.02,100.0,0.539,0.4950249819028129,0.5344205089533605
stage1_coarse,500,0.8,0.15,0.05,1e-10,0.535,0.4882830562581604,0.5189065374316792
stage1_coarse,500,0.8,0.15,0.05,1e-09,0.535,0.4882830562581604,0.5189065374316792
stage1_coarse,500,0.8,0.15,0.05,1e-08,0.535,0.4882830562581604,0.5189065374316792
stage1_coarse,500,0.8,0.15,0.05,1e-07,0.535,0.48821135258755105,0.5189065374316792
stage1_coarse,500,0.8,0.15,0.05,1e-06,0.535,0.48821135258755105,0.5189065374316792
stage1_coarse,500,0.8,0.15,0.05,1e-05,0.535,0.48821135258755105,0.5189065374316792
stage1_coarse,500,0.8,0.15,0.05,0.0001,0.5355,0.4884755592976644,0.5191703896744233
stage1_coarse,500,0.8,0.15,0.05,0.001,0.5345,0.48675976775932933,0.5171047526087863
stage1_coarse,500,0.8,0.15,0.05,0.01,0.5365,0.4899189977003268,0.5206224026482339
stage1_coarse,500,0.8,0.15,0.05,0.1,0.5445,0.4970525520455113,0.5264672043442575
stage1_coarse,500,0.8,0.15,0.05,1.0,0.542,0.4984220104451822,0.522813203335289
stage1_coarse,500,0.8,0.15,0.05,10.0,0.5385,0.496115276316334,0.5216566953338825
stage1_coarse,500,0.8,0.15,0.05,100.0,0.5365,0.49597827113533555,0.5267620808836364
stage1_coarse,500,0.8,0.15,0.1,1e-10,0.522,0.48134958365578856,0.5080442643196895
stage1_coarse,500,0.8,0.15,0.1,1e-09,0.522,0.48134958365578856,0.5080442643196895
stage1_coarse,500,0.8,0.15,0.1,1e-08,0.522,0.48134958365578856,0.5080442643196895
stage1_coarse,500,0.8,0.15,0.1,1e-07,0.522,0.48134958365578856,0.5080442643196895
stage1_coarse,500,0.8,0.15,0.1,1e-06,0.522,0.48134958365578856,0.5080442643196895
stage1_coarse,500,0.8,0.15,0.1,1e-05,0.522,0.48134958365578856,0.5080442643196895
stage1_coarse,500,0.8,0.15,0.1,0.0001,0.522,0.48134958365578856,0.5080442643196895
stage1_coarse,500,0.8,0.15,0.1,0.001,0.5225,0.48154894898181694,0.5083081165624336
stage1_coarse,500,0.8,0.15,0.1,0.01,0.523,0.48175910262347754,0.5086639161532226
stage1_coarse,500,0.8,0.15,0.1,0.1,0.5255,0.4860259905509314,0.5129956704787368
stage1_coarse,500,0.8,0.15,0.1,1.0,0.5435,0.5038635118930344,0.5355260396940774
stage1_coarse,500,0.8,0.15,0.1,10.0,0.5465,0.5116501066745845,0.537894463880166
stage1_coarse,500,0.8,0.15,0.1,100.0,0.5375,0.5037306395877258,0.5333966672820016
stage1_coarse,500,0.8,0.3,0.01,1e-10,0.519,0.4697709604573815,0.49473762341518207
stage1_coarse,500,0.8,0.3,0.01,1e-09,0.519,0.4697709604573815,0.49473762341518207
stage1_coarse,500,0.8,0.3,0.01,1e-08,0.519,0.4697709604573815,0.49473762341518207
stage1_coarse,500,0.8,0.3,0.01,1e-07,0.519,0.4697709604573815,0.49473762341518207
stage1_coarse,500,0.8,0.3,0.01,1e-06,0.519,0.4695447190416996,0.49473762341518207
stage1_coarse,500,0.8,0.3,0.01,1e-05,0.519,0.4695447190416996,0.49473762341518207
stage1_coarse,500,0.8,0.3,0.01,0.0001,0.52,0.4697451422507344,0.49534373756268807
stage1_coarse,500,0.8,0.3,0.01,0.001,0.5245,0.472288380986832,0.4988970790378369
stage1_coarse,500,0.8,0.3,0.01,0.01,0.523,0.47211910821252684,0.49772203467379345
stage1_coarse,500,0.8,0.3,0.01,0.1,0.5255,0.47449719866996104,0.501855284105168
stage1_coarse,500,0.8,0.3,0.01,1.0,0.527,0.4815442423993586,0.511058563790837
stage1_coarse,500,0.8,0.3,0.01,10.0,0.527,0.4783559720937385,0.5100019354403431
stage1_coarse,500,0.8,0.3,0.01,100.0,0.5205,0.4668005736340515,0.4985870516243516
stage1_coarse,500,0.8,0.3,0.02,1e-10,0.535,0.48727855825135535,0.5115516477203735
stage1_coarse,500,0.8,0.3,0.02,1e-09,0.535,0.48727855825135535,0.5115516477203735
stage1_coarse,500,0.8,0.3,0.02,1e-08,0.535,0.48727855825135535,0.5115516477203735
stage1_coarse,500,0.8,0.3,0.02,1e-07,0.535,0.48727855825135535,0.5115516477203735
stage1_coarse,500,0.8,0.3,0.02,1e-06,0.535,0.48727855825135535,0.5115516477203735
stage1_coarse,500,0.8,0.3,0.02,1e-05,0.535,0.48703480249777165,0.5115516477203735
stage1_coarse,500,0.8,0.3,0.02,0.0001,0.5355,0.48754212281135,0.5118565257691541
stage1_coarse,500,0.8,0.3,0.02,0.001,0.5405,0.49444615605042586,0.5192696268158904
stage1_coarse,500,0.8,0.3,0.02,0.01,0.532,0.48056287190694674,0.5034503091458278
stage1_coarse,500,0.8,0.3,0.02,0.1,0.529,0.4770146152888263,0.50378963495975
stage1_coarse,500,0.8,0.3,0.02,1.0,0.5305,0.48613863593025314,0.5142041571207019
stage1_coarse,500,0.8,0.3,0.02,10.0,0.5295,0.4840402260745691,0.5121834433290879
stage1_coarse,500,0.8,0.3,0.02,100.0,0.524,0.47106199774383806,0.504403775615009
stage1_coarse,500,0.8,0.3,0.05,1e-10,0.5375,0.4933808405852105,0.518368545743271
stage1_coarse,500,0.8,0.3,0.05,1e-09,0.5375,0.4933808405852105,0.518368545743271
stage1_coarse,500,0.8,0.3,0.05,1e-08,0.5375,0.4933808405852105,0.518368545743271
stage1_coarse,500,0.8,0.3,0.05,1e-07,0.5375,0.4933808405852105,0.518368545743271
stage1_coarse,500,0.8,0.3,0.05,1e-06,0.5375,0.4933808405852105,0.518368545743271
stage1_coarse,500,0.8,0.3,0.05,1e-05,0.5375,0.4933808405852105,0.518368545743271
stage1_coarse,500,0.8,0.3,0.05,0.0001,0.5375,0.4933808405852105,0.518368545743271
stage1_coarse,500,0.8,0.3,0.05,0.001,0.538,0.49264894550323135,0.5181552520924774
stage1_coarse,500,0.8,0.3,0.05,0.01,0.534,0.48629179781951104,0.5079444701214183
stage1_coarse,500,0.8,0.3,0.05,0.1,0.542,0.4999917373174467,0.5195768303748146
stage1_coarse,500,0.8,0.3,0.05,1.0,0.5455,0.5025872892624081,0.5266728312890193
stage1_coarse,500,0.8,0.3,0.05,10.0,0.5375,0.494290344261996,0.5201391140480652
stage1_coarse,500,0.8,0.3,0.05,100.0,0.534,0.48598901536401967,0.5155924163471128
stage1_coarse,500,0.8,0.3,0.1,1e-10,0.504,0.4602736503191779,0.4788966592914818
stage1_coarse,500,0.8,0.3,0.1,1e-09,0.504,0.4602736503191779,0.4788966592914818
stage1_coarse,500,0.8,0.3,0.1,1e-08,0.504,0.4602736503191779,0.4788966592914818
stage1_coarse,500,0.8,0.3,0.1,1e-07,0.504,0.4602736503191779,0.4788966592914818
stage1_coarse,500,0.8,0.3,0.1,1e-06,0.504,0.4602736503191779,0.4788966592914818
stage1_coarse,500,0.8,0.3,0.1,1e-05,0.504,0.4602736503191779,0.4788966592914818
stage1_coarse,500,0.8,0.3,0.1,0.0001,0.504,0.4602736503191779,0.4788966592914818
stage1_coarse,500,0.8,0.3,0.1,0.001,0.504,0.46034641534271675,0.47874021851004106
stage1_coarse,500,0.8,0.3,0.1,0.01,0.5055,0.46313452568084656,0.4812018885431241
stage1_coarse,500,0.8,0.3,0.1,0.1,0.5105,0.4686872205386933,0.4861002823605827
stage1_coarse,500,0.8,0.3,0.1,1.0,0.536,0.49731704017510403,0.5165162522629849
stage1_coarse,500,0.8,0.3,0.1,10.0,0.5465,0.5119107783900636,0.534354883588607
stage1_coarse,500,0.8,0.3,0.1,100.0,0.5375,0.5011651572552482,0.5331574497823632
stage1_coarse,500,0.9,0.05,0.01,1e-10,0.5235,0.4587317789317263,0.47773238648580046
stage1_coarse,500,0.9,0.05,0.01,1e-09,0.5235,0.4587317789317263,0.47773238648580046
stage1_coarse,500,0.9,0.05,0.01,1e-08,0.5235,0.4587317789317263,0.47773238648580046
stage1_coarse,500,0.9,0.05,0.01,1e-07,0.5235,0.4588213101167991,0.47773238648580046
stage1_coarse,500,0.9,0.05,0.01,1e-06,0.524,0.4591186437018603,0.47797277110118513
stage1_coarse,500,0.9,0.05,0.01,1e-05,0.524,0.4602409762255696,0.4787564919535036
stage1_coarse,500,0.9,0.05,0.01,0.0001,0.525,0.4610829727248283,0.4798486301041702
stage1_coarse,500,0.9,0.05,0.01,0.001,0.53,0.469062939720725,0.49022710137258985
stage1_coarse,500,0.9,0.05,0.01,0.01,0.535,0.4768559320893619,0.5011911415008525
stage1_coarse,500,0.9,0.05,0.01,0.1,0.529,0.47405423749441217,0.502065627366587
stage1_coarse,500,0.9,0.05,0.01,1.0,0.532,0.4835015955059504,0.51269288748097
stage1_coarse,500,0.9,0.05,0.01,10.0,0.5295,0.48320937307635753,0.5143301567881287
stage1_coarse,500,0.9,0.05,0.01,100.0,0.534,0.49953454473071013,0.5452749211172917
stage1_coarse,500,0.9,0.05,0.02,1e-10,0.5175,0.4508044380783668,0.46719628063315344
stage1_coarse,500,0.9,0.05,0.02,1e-09,0.5175,0.4508044380783668,0.46719628063315344
stage1_coarse,500,0.9,0.05,0.02,1e-08,0.5175,0.4508044380783668,0.46719628063315344
stage1_coarse,500,0.9,0.05,0.02,1e-07,0.5175,0.4508044380783668,0.46719628063315344
stage1_coarse,500,0.9,0.05,0.02,1e-06,0.5175,0.4508044380783668,0.46719628063315344
stage1_coarse,500,0.9,0.05,0.02,1e-05,0.5175,0.4508044380783668,0.46719628063315344
stage1_coarse,500,0.9,0.05,0.02,0.0001,0.517,0.4487631445324983,0.4656822792836259
stage1_coarse,500,0.9,0.05,0.02,0.001,0.5205,0.4538169713199351,0.46993131895989587
stage1_coarse,500,0.9,0.05,0.02,0.01,0.5225,0.45498120303801626,0.47340620718048126
stage1_coarse,500,0.9,0.05,0.02,0.1,0.5275,0.473660052997454,0.49962180850663795
stage1_coarse,500,0.9,0.05,0.02,1.0,0.538,0.49044769797515936,0.5178216105460909
stage1_coarse,500,0.9,0.05,0.02,10.0,0.523,0.4781946232040893,0.5078519233669068
stage1_coarse,500,0.9,0.05,0.02,100.0,0.5335,0.4979135656871613,0.5413086621564484
stage1_coarse,500,0.9,0.05,0.05,1e-10,0.5135,0.4548344518564108,0.47262279335833074
stage1_coarse,500,0.9,0.05,0.05,1e-09,0.5135,0.4548344518564108,0.47262279335833074
stage1_coarse,500,0.9,0.05,0.05,1e-08,0.5135,0.4548344518564108,0.47262279335833074
stage1_coarse,500,0.9,0.05,0.05,1e-07,0.5135,0.4548344518564108,0.47262279335833074
stage1_coarse,500,0.9,0.05,0.05,1e-06,0.5135,0.4548344518564108,0.47262279335833074
stage1_coarse,500,0.9,0.05,0.05,1e-05,0.5135,0.4548344518564108,0.47262279335833074
stage1_coarse,500,0.9,0.05,0.05,0.0001,0.5135,0.4548344518564108,0.47262279335833074
stage1_coarse,500,0.9,0.05,0.05,0.001,0.5125,0.45371745405433755,0.47103105739159473
stage1_coarse,500,0.9,0.05,0.05,0.01,0.5165,0.4574942198117756,0.47523435413560133
stage1_coarse,500,0.9,0.05,0.05,0.1,0.522,0.46466372754122737,0.4814250611929526
stage1_coarse,500,0.9,0.05,0.05,1.0,0.5295,0.47721288346162477,0.5017556001589913
stage1_coarse,500,0.9,0.05,0.05,10.0,0.5325,0.4862105188651986,0.5154463320967263
stage1_coarse,500,0.9,0.05,0.05,100.0,0.5355,0.4965283235573465,0.5342095378926529
stage1_coarse,500,0.9,0.05,0.1,1e-10,0.496,0.4519951701416514,0.4659144139400279
stage1_coarse,500,0.9,0.05,0.1,1e-09,0.496,0.4519951701416514,0.4659144139400279
stage1_coarse,500,0.9,0.05,0.1,1e-08,0.496,0.4519951701416514,0.4659144139400279
stage1_coarse,500,0.9,0.05,0.1,1e-07,0.496,0.4519951701416514,0.4659144139400279
stage1_coarse,500,0.9,0.05,0.1,1e-06,0.496,0.4519951701416514,0.4659144139400279
stage1_coarse,500,0.9,0.05,0.1,1e-05,0.496,0.4519951701416514,0.4659144139400279
stage1_coarse,500,0.9,0.05,0.1,0.0001,0.496,0.4519951701416514,0.4659144139400279
stage1_coarse,500,0.9,0.05,0.1,0.001,0.4965,0.4522524005712567,0.466178266182772
stage1_coarse,500,0.9,0.05,0.1,0.01,0.498,0.4542731952604081,0.4682313209797293
stage1_coarse,500,0.9,0.05,0.1,0.1,0.505,0.46094428804083487,0.4761976400870829
stage1_coarse,500,0.9,0.05,0.1,1.0,0.5275,0.48309639450902414,0.5002811226916914
stage1_coarse,500,0.9,0.05,0.1,10.0,0.539,0.4988742272975391,0.5229954057143142
stage1_coarse,500,0.9,0.05,0.1,100.0,0.5435,0.5086388362717943,0.5487819356388207
stage1_coarse,500,0.9,0.1,0.01,1e-10,0.527,0.47109266717327536,0.49139422050661674
stage1_coarse,500,0.9,0.1,0.01,1e-09,0.527,0.47109266717327536,0.49139422050661674
stage1_coarse,500,0.9,0.1,0.01,1e-08,0.527,0.47109266717327536,0.49139422050661674
stage1_coarse,500,0.9,0.1,0.01,1e-07,0.527,0.47109266717327536,0.49139422050661674
stage1_coarse,500,0.9,0.1,0.01,1e-06,0.5265,0.4695102435334326,0.4898317205066167
stage1_coarse,500,0.9,0.1,0.01,1e-05,0.526,0.4690178435551194,0.4896291400051755
stage1_coarse,500,0.9,0.1,0.01,0.0001,0.5265,0.4695022673153838,0.49056738782466347
stage1_coarse,500,0.9,0.1,0.01,0.001,0.5315,0.47797205735429993,0.503316862168292
stage1_coarse,500,0.9,0.1,0.01,0.01,0.54,0.48353927306647976,0.5123330929584391
stage1_coarse,500,0.9,0.1,0.01,0.1,0.5315,0.480928685606398,0.5094457105809992
stage1_coarse,500,0.9,0.1,0.01,1.0,0.534,0.49530355846314383,0.5250011216727254
stage1_coarse,500,0.9,0.1,0.01,10.0,0.5445,0.509479503474142,0.5440668473008244
stage1_coarse,500,0.9,0.1,0.01,100.0,0.532,0.4986523950260242,0.5465293774740279
stage1_coarse,500,0.9,0.1,0.02,1e-10,0.532,0.471871447721351,0.4917287363241384
stage1_coarse,500,0.9,0.1,0.02,1e-09,0.532,0.471871447721351,0.4917287363241384
stage1_coarse,500,0.9,0.1,0.02,1e-08,0.532,0.471871447721351,0.4917287363241384
stage1_coarse,500,0.9,0.1,0.02,1e-07,0.532,0.471871447721351,0.4917287363241384
stage1_coarse,500,0.9,0.1,0.02,1e-06,0.532,0.471871447721351,0.4917287363241384
stage1_coarse,500,0.9,0.1,0.02,1e-05,0.532,0.471871447721351,0.4917287363241384
stage1_coarse,500,0.9,0.1,0.02,0.0001,0.533,0.4730247591253812,0.49338496572427015
stage1_coarse,500,0.9,0.1,0.02,0.001,0.539,0.48075558226043114,0.5025585541438872
stage1_coarse,500,0.9,0.1,0.02,0.01,0.548,0.49601214854949277,0.5228748304110873
stage1_coarse,500,0.9,0.1,0.02,0.1,0.537,0.48629461687075626,0.5129276938914442
stage1_coarse,500,0.9,0.1,0.02,1.0,0.5375,0.49298716844093854,0.5230294298170044
stage1_coarse,500,0.9,0.1,0.02,10.0,0.539,0.5007334520261353,0.5348660751559808
stage1_coarse,500,0.9,0.1,0.02,100.0,0.5355,0.5038209512773171,0.5479007145924946
stage1_coarse,500,0.9,0.1,0.05,1e-10,0.54,0.4788777475867757,0.5044509974542363
stage1_coarse,500,0.9,0.1,0.05,1e-09,0.54,0.4788777475867757,0.5044509974542363
stage1_coarse,500,0.9,0.1,0.05,1e-08,0.54,0.4788777475867757,0.5044509974542363
stage1_coarse,500,0.9,0.1,0.05,1e-07,0.54,0.4788777475867757,0.5044509974542363
stage1_coarse,500,0.9,0.1,0.05,1e-06,0.54,0.4788777475867757,0.5044509974542363
stage1_coarse,500,0.9,0.1,0.05,1e-05,0.54,0.4788777475867757,0.5044509974542363
stage1_coarse,500,0.9,0.1,0.05,0.0001,0.54,0.4788777475867757,0.5044509974542363
stage1_coarse,500,0.9,0.1,0.05,0.001,0.5405,0.4793581517408588,0.5046913820696208
stage1_coarse,500,0.9,0.1,0.05,0.01,0.542,0.48215744107770553,0.5074194777724912
stage1_coarse,500,0.9,0.1,0.05,0.1,0.543,0.48958894741854275,0.5160191154089995
stage1_coarse,500,0.9,0.1,0.05,1.0,0.5495,0.5013872611557135,0.5282944230599298
stage1_coarse,500,0.9,0.1,0.05,10.0,0.5355,0.4917698541262979,0.5209595854539927
stage1_coarse,500,0.9,0.1,0.05,100.0,0.5375,0.5015952028705036,0.5365534629574362
stage1_coarse,500,0.9,0.1,0.1,1e-10,0.538,0.48492695283810755,0.5083500049888028
stage1_coarse,500,0.9,0.1,0.1,1e-09,0.538,0.48492695283810755,0.5083500049888028
stage1_coarse,500,0.9,0.1,0.1,1e-08,0.538,0.48492695283810755,0.5083500049888028
stage1_coarse,500,0.9,0.1,0.1,1e-07,0.538,0.48492695283810755,0.5083500049888028
stage1_coarse,500,0.9,0.1,0.1,1e-06,0.538,0.48492695283810755,0.5083500049888028
stage1_coarse,500,0.9,0.1,0.1,1e-05,0.538,0.48492695283810755,0.5083500049888028
stage1_coarse,500,0.9,0.1,0.1,0.0001,0.538,0.48492695283810755,0.5083500049888028
stage1_coarse,500,0.9,0.1,0.1,0.001,0.538,0.48492695283810755,0.5083500049888028
stage1_coarse,500,0.9,0.1,0.1,0.01,0.5365,0.4836324962471242,0.5070000246972782
stage1_coarse,500,0.9,0.1,0.1,0.1,0.5405,0.48687832628003613,0.5102142807366337
stage1_coarse,500,0.9,0.1,0.1,1.0,0.5495,0.5081663858953079,0.5313598146599899
stage1_coarse,500,0.9,0.1,0.1,10.0,0.547,0.5097006129628366,0.5358152789172685
stage1_coarse,500,0.9,0.1,0.1,100.0,0.543,0.5081534747690318,0.5436566146999864
stage1_coarse,500,0.9,0.15,0.01,1e-10,0.5275,0.47343355442014834,0.5013203793310098
stage1_coarse,500,0.9,0.15,0.01,1e-09,0.5275,0.47343355442014834,0.5013203793310098
stage1_coarse,500,0.9,0.15,0.01,1e-08,0.5275,0.47343355442014834,0.5013203793310098
stage1_coarse,500,0.9,0.15,0.01,1e-07,0.5275,0.47343355442014834,0.5013203793310098
stage1_coarse,500,0.9,0.15,0.01,1e-06,0.528,0.4739611240034611,0.5016252573797904
stage1_coarse,500,0.9,0.15,0.01,1e-05,0.5265,0.4732449498777256,0.5008161424728812
stage1_coarse,500,0.9,0.15,0.01,0.0001,0.525,0.47029557701207025,0.49663912564763
stage1_coarse,500,0.9,0.15,0.01,0.001,0.5325,0.4845290135221208,0.5165908035614833
stage1_coarse,500,0.9,0.15,0.01,0.01,0.53,0.4838422766053016,0.5131893012932819
stage1_coarse,500,0.9,0.15,0.01,0.1,0.533,0.485564666157674,0.5137308766111761
stage1_coarse,500,0.9,0.15,0.01,1.0,0.5365,0.48992718291263604,0.5169547270791414
stage1_coarse,500,0.9,0.15,0.01,10.0,0.5365,0.4968020231359899,0.5287139738454454
stage1_coarse,500,0.9,0.15,0.01,100.0,0.534,0.496613926227378,0.5370745243008438
stage1_coarse,500,0.9,0.15,0.02,1e-10,0.5355,0.48812040882077773,0.514489115098623
stage1_coarse,500,0.9,0.15,0.02,1e-09,0.5355,0.48812040882077773,0.514489115098623
stage1_coarse,500,0.9,0.15,0.02,1e-08,0.535,0.48785383086550027,0.5142252628558789
stage1_coarse,500,0.9,0.15,0.02,1e-07,0.5355,0.48812040882077773,0.514489115098623
stage1_coarse,500,0.9,0.15,0.02,1e-06,0.535,0.48785383086550027,0.5142252628558789
stage1_coarse,500,0.9,0.15,0.02,1e-05,0.5355,0.48812040882077773,0.514489115098623
stage1_coarse,500,0.9,0.15,0.02,0.0001,0.5345,0.48649723663048006,0.5130298449607659
stage1_coarse,500,0.9,0.15,0.02,0.001,0.5325,0.48782755037559855,0.5133857457418987
stage1_coarse,500,0.9,0.15,0.02,0.01,0.534,0.48469135490314663,0.5135082502305705
stage1_coarse,500,0.9,0.15,0.02,0.1,0.533,0.48552843637747267,0.5122756393052592
stage1_coarse,500,0.9,0.15,0.02,1.0,0.5355,0.4887307214800865,0.5180415660467957
stage1_coarse,500,0.9,0.15,0.02,10.0,0.538,0.49506209989069594,0.5274810767470038
stage1_coarse,500,0.9,0.15,0.02,100.0,0.5375,0.49753081376831954,0.5359996184032336
stage1_coarse,500,0.9,0.15,0.05,1e-10,0.545,0.49862749343074136,0.5193420784128063
stage1_coarse,500,0.9,0.15,0.05,1e-09,0.545,0.49862749343074136,0.5193420784128063
stage1_coarse,500,0.9,0.15,0.05,1e-08,0.545,0.49862749343074136,0.5193420784128063
stage1_coarse,500,0.9,0.15,0.05,1e-07,0.545,0.49862749343074136,0.5193420784128063
stage1_coarse,500,0.9,0.15,0.05,1e-06,0.545,0.49862749343074136,0.5193420784128063
stage1_coarse,500,0.9,0.15,0.05,1e-05,0.545,0.49862749343074136,0.5193420784128063
stage1_coarse,500,0.9,0.15,0.05,0.0001,0.545,0.49862749343074136,0.5193420784128063
stage1_coarse,500,0.9,0.15,0.05,0.001,0.545,0.4984469567228393,0.5193420784128063
stage1_coarse,500,0.9,0.15,0.05,0.01,0.5455,0.4983422627748749,0.5197490152259931
stage1_coarse,500,0.9,0.15,0.05,0.1,0.541,0.4962446092760632,0.5203338592024196
stage1_coarse,500,0.9,0.15,0.05,1.0,0.547,0.5044086884139884,0.5292426743397508
stage1_coarse,500,0.9,0.15,0.05,10.0,0.538,0.4956071094416842,0.523043796004995
stage1_coarse,500,0.9,0.15,0.05,100.0,0.548,0.5131149703270175,0.5480231258704338
stage1_coarse,500,0.9,0.15,0.1,1e-10,0.5095,0.4623442421217973,0.486235654638414
stage1_coarse,500,0.9,0.15,0.1,1e-09,0.5095,0.4623442421217973,0.486235654638414
stage1_coarse,500,0.9,0.15,0.1,1e-08,0.5095,0.4623442421217973,0.486235654638414
stage1_coarse,500,0.9,0.15,0.1,1e-07,0.5095,0.4623442421217973,0.486235654638414
stage1_coarse,500,0.9,0.15,0.1,1e-06,0.5095,0.4623442421217973,0.486235654638414
stage1_coarse,500,0.9,0.15,0.1,1e-05,0.5095,0.4623442421217973,0.486235654638414
stage1_coarse,500,0.9,0.15,0.1,0.0001,0.5095,0.4623442421217973,0.486235654638414
stage1_coarse,500,0.9,0.15,0.1,0.001,0.5095,0.46248002278672445,0.486235654638414
stage1_coarse,500,0.9,0.15,0.1,0.01,0.5105,0.46320382376050634,0.487280756881158
stage1_coarse,500,0.9,0.15,0.1,0.1,0.5135,0.4661885814818934,0.49045984537192205
